12.58422897,-0.060221356,-0.007364401,-1.049133284,-0.005782388,-0.001355621,-2.999658794,-0.001821189,-0.000441916,-7.025656252,-0.002920862,-3.56E-07,-0.287893129,-0.287953213,-0.288320245,-0.181690235,-0.18170944,-0.181671308,-0.02063498
-0.060221356,14.08593373,-0.05989979,-0.354467327,-1.041962602,-0.00662231,-1.023017083,-3.046626521,-0.002157504,-0.10081691,-6.850712532,-0.002921709,-0.32402573,-0.324073859,-0.32454941,-0.182505789,-0.182448374,-0.182442309,-0.016462616
-0.007364401,-0.05989979,14.05639653,-0.002356438,-0.35372284,-1.06436091,-0.0007391,-1.053214986,-3.027781493,-4.91E-08,-0.100814931,-6.852263328,-0.217883072,-0.217832304,-0.218003803,-0.289466966,-0.28915863,-0.28914393,-0.01238956
-1.049133284,-0.354467327,-0.002356438,7.632767274,-0.002304672,-0.000427897,-4.215465726,-0.000731512,-0.000139478,-0.963585149,-0.103093298,-1.13E-07,-0.26772478,-0.267678478,-0.268215985,-0.044239373,-0.04423979,-0.044257761,-0.004706214
-0.005782388,-1.041962602,-0.35372284,-0.002304672,7.593497612,-0.002761958,-0.00073133,-4.178685955,-0.000901344,-1.55E-07,-0.963731523,-0.103085826,-0.267598584,-0.267672343,-0.268201984,-0.044224774,-0.044253987,-0.04426258,-0.003612767
-0.001355621,-0.00662231,-1.06436091,-0.000427897,-0.002761958,7.48721872,-0.000134147,-0.000874773,-4.401985612,-8.82E-09,-1.91E-07,-1.019263953,-0.0443378,-0.044363804,-0.0443289,-0.284947494,-0.284288179,-0.284314073,-0.002851089
-2.999658794,-1.023017083,-0.0007391,-4.215465726,-0.00073133,-0.000134147,8.867738274,-0.00023272,-4.37E-05,-0.327618456,-0.05459551,-3.57E-08,-0.068935174,-0.068892662,-0.069154457,-0.012332884,-0.012345939,-0.012365027,-0.001475505
-0.001821189,-3.046626521,-1.053214986,-0.000731512,-4.178685955,-0.000874773,-0.00023272,8.909854694,-0.000286003,-8.75E-08,-0.327385692,-0.054573259,-0.069021168,-0.068960905,-0.069229821,-0.012351203,-0.01235937,-0.01236536,-0.001134171
-0.000441916,-0.002157504,-3.027781493,-0.000139478,-0.000901344,-4.401985612,-4.37E-05,-0.000286003,8.092247334,-2.88E-09,-1.06E-07,-0.370150237,-0.013029995,-0.013046572,-0.013038013,-0.082978773,-0.082678885,-0.082644855,-0.000942818
-7.025656252,-0.10081691,-4.91E-08,-0.963585149,-1.55E-07,-8.82E-09,-0.327618456,-8.75E-08,-2.88E-09,15.4287029,-0.637119649,-1.70E-05,-1.169162902,-1.158848062,-1.060647151,-0.529146295,-0.513687236,-0.517099259,-1.425298302
-0.002920862,-6.850712532,-0.100814931,-0.103093298,-0.963731523,-1.91E-07,-0.05459551,-0.327385692,-1.06E-07,-0.637119649,16.70543303,-0.629037105,-1.381671357,-1.381264583,-1.292023161,-0.526413559,-0.513400416,-0.518391623,-1.422856932
-3.56E-07,-0.002921709,-6.852263328,-1.13E-07,-0.103085826,-1.019263953,-3.57E-08,-0.054573259,-0.370150237,-1.70E-05,-0.629037105,16.09120148,-0.743871621,-0.730908685,-0.745220499,-1.07391356,-1.168418569,-1.174770694,-1.42278495
-0.287893129,-0.32402573,-0.217883072,-0.26772478,-0.267598584,-0.0443378,-0.068935174,-0.069021168,-0.013029995,-1.169162902,-1.381671357,-0.743871621,6.940106007,-0.000176097,-6.01E-08,-1.820160311,-0.000392365,-2.16E-07,-0.264221646
-0.287953213,-0.324073859,-0.217832304,-0.267678478,-0.267672343,-0.044363804,-0.068892662,-0.068960905,-0.013046572,-1.158848062,-1.381264583,-0.730908685,-0.000176097,6.956678362,-0.000178206,-7.74E-06,-1.860203208,-0.000391707,-0.264225931
-0.288320245,-0.32454941,-0.218003803,-0.268215985,-0.268201984,-0.0443289,-0.069154457,-0.069229821,-0.013038013,-1.060647151,-1.292023161,-0.745220499,-6.01E-08,-0.000178206,6.805032069,-3.13E-09,-7.64E-06,-1.879243664,-0.264669062
-0.181690235,-0.182505789,-0.289466966,-0.044239373,-0.044224774,-0.284947494,-0.012332884,-0.012351203,-0.082978773,-0.529146295,-0.526413559,-1.07391356,-1.820160311,-7.74E-06,-3.13E-09,5.276654553,-9.90E-05,-3.39E-08,-0.192176597
-0.18170944,-0.182448374,-0.28915863,-0.04423979,-0.044253987,-0.284288179,-0.012345939,-0.01235937,-0.082678885,-0.513687236,-0.513400416,-1.168418569,-0.000392365,-1.860203208,-7.64E-06,-9.90E-05,5.3817467,-9.77E-05,-0.191958019
-0.181671308,-0.182442309,-0.28914393,-0.044257761,-0.04426258,-0.284314073,-0.012365027,-0.01236536,-0.082644855,-0.517099259,-0.518391623,-1.174770694,-2.16E-07,-0.000391707,-1.879243664,-3.39E-08,-9.77E-05,5.415417215,-0.191955126
-0.02063498,-0.016462616,-0.01238956,-0.004706214,-0.003612767,-0.002851089,-0.001475505,-0.001134171,-0.000942818,-1.425298302,-1.422856932,-1.42278495,-0.264221646,-0.264225931,-0.264669062,-0.192176597,-0.191958019,-0.191955126,5.704356283
